reserve_dependency,forestry_intensity,replicate,step
0.9333333333333333,0.2,1,103
0.9333333333333333,0.2,1,104
0.9333333333333333,0.2,1,105
0.9333333333333333,0.2,1,106
0.9333333333333333,0.2,1,107
0.9333333333333333,0.2,1,108
0.9333333333333333,0.2,1,109
0.9333333333333333,0.2,1,110
0.9333333333333333,0.2,1,111
0.9333333333333333,0.2,1,112
0.9333333333333333,0.2,1,113
0.9333333333333333,0.2,1,114
0.9333333333333333,0.2,1,115
0.9333333333333333,0.2,1,116
0.9333333333333333,0.2,1,117
0.9333333333333333,0.2,1,118
0.9333333333333333,0.2,1,119
0.9333333333333333,0.2,1,120
0.9333333333333333,0.2,1,121
0.9333333333333333,0.2,1,122
0.9333333333333333,0.2,1,123
0.9333333333333333,0.2,1,124
0.9333333333333333,0.2,1,125
0.9333333333333333,0.2,1,126
0.9333333333333333,0.2,1,127
0.9333333333333333,0.2,1,128
0.9333333333333333,0.2,1,129
0.9333333333333333,0.2,1,130
0.9333333333333333,0.2,1,131
0.9333333333333333,0.2,1,132
0.9333333333333333,0.2,1,133
0.9333333333333333,0.2,1,134
0.9333333333333333,0.2,1,135
0.9333333333333333,0.2,1,136
0.9333333333333333,0.2,1,137
0.9333333333333333,0.2,1,138
0.9333333333333333,0.2,1,139
0.9333333333333333,0.2,1,140
0.9333333333333333,0.2,1,141
0.9333333333333333,0.2,1,142
0.9333333333333333,0.2,1,143
0.9333333333333333,0.2,1,144
0.9333333333333333,0.2,1,145
0.9333333333333333,0.2,1,146
0.9333333333333333,0.2,1,147
0.9333333333333333,0.2,1,148
0.9333333333333333,0.2,1,149
0.23333333333333334,0.2,2,0
0.26666666666666666,0.2,2,1
0.26666666666666666,0.2,2,2
0.3333333333333333,0.2,2,3
0.4,0.2,2,4
0.4666666666666667,0.2,2,5
0.5,0.2,2,6
0.5,0.2,2,7
0.5333333333333333,0.2,2,8
0.5666666666666667,0.2,2,9
0.6,0.2,2,10
0.7333333333333333,0.2,2,11
0.7666666666666667,0.2,2,12
0.8,0.2,2,13
0.8,0.2,2,14
0.8,0.2,2,15
0.8333333333333334,0.2,2,16
0.8333333333333334,0.2,2,17
0.9,0.2,2,18
0.9,0.2,2,19
0.9,0.2,2,20
0.9,0.2,2,21
0.9,0.2,2,22
0.9,0.2,2,23
0.9,0.2,2,24
0.9,0.2,2,25
0.9,0.2,2,26
0.9,0.2,2,27
0.9,0.2,2,28
0.9,0.2,2,29
0.9,0.2,2,30
0.9,0.2,2,31
0.9,0.2,2,32
0.9,0.2,2,33
0.9,0.2,2,34
0.9,0.2,2,35
0.9,0.2,2,36
0.9,0.2,2,37
0.9333333333333333,0.2,2,38
0.9333333333333333,0.2,2,39
0.9333333333333333,0.2,2,40
0.9333333333333333,0.2,2,41
0.9333333333333333,0.2,2,42
0.9333333333333333,0.2,2,43
0.9333333333333333,0.2,2,44
0.9333333333333333,0.2,2,45
0.9333333333333333,0.2,2,46
0.9333333333333333,0.2,2,47
0.9333333333333333,0.2,2,48
0.9333333333333333,0.2,2,49
0.9333333333333333,0.2,2,50
0.9333333333333333,0.2,2,51
0.9333333333333333,0.2,2,52
0.9333333333333333,0.2,2,53
0.9333333333333333,0.2,2,54
0.9333333333333333,0.2,2,55
0.9333333333333333,0.2,2,56
0.9333333333333333,0.2,2,57
0.9333333333333333,0.2,2,58
0.9333333333333333,0.2,2,59
0.9333333333333333,0.2,2,60
0.9333333333333333,0.2,2,61
0.9333333333333333,0.2,2,62
0.9333333333333333,0.2,2,63
0.9333333333333333,0.2,2,64
0.9333333333333333,0.2,2,65
0.9333333333333333,0.2,2,66
0.9333333333333333,0.2,2,67
0.9333333333333333,0.2,2,68
0.9333333333333333,0.2,2,69
0.9333333333333333,0.2,2,70
0.9333333333333333,0.2,2,71
0.9333333333333333,0.2,2,72
0.9333333333333333,0.2,2,73
0.9333333333333333,0.2,2,74
0.9333333333333333,0.2,2,75
0.9333333333333333,0.2,2,76
0.9333333333333333,0.2,2,77
0.9333333333333333,0.2,2,78
0.9333333333333333,0.2,2,79
0.9333333333333333,0.2,2,80
0.9333333333333333,0.2,2,81
0.9333333333333333,0.2,2,82
0.9333333333333333,0.2,2,83
0.9333333333333333,0.2,2,84
0.9333333333333333,0.2,2,85
0.9333333333333333,0.2,2,86
0.9333333333333333,0.2,2,87
0.9333333333333333,0.2,2,88
0.9333333333333333,0.2,2,89
0.9333333333333333,0.2,2,90
0.9333333333333333,0.2,2,91
0.9333333333333333,0.2,2,92
0.9333333333333333,0.2,2,93
0.9333333333333333,0.2,2,94
0.9333333333333333,0.2,2,95
0.9333333333333333,0.2,2,96
0.9333333333333333,0.2,2,97
0.9333333333333333,0.2,2,98
0.9333333333333333,0.2,2,99
0.9333333333333333,0.2,2,100
0.9333333333333333,0.2,2,101
0.9333333333333333,0.2,2,102
0.9333333333333333,0.2,2,103
0.9333333333333333,0.2,2,104
0.9333333333333333,0.2,2,105
0.9333333333333333,0.2,2,106
0.9333333333333333,0.2,2,107
0.9333333333333333,0.2,2,108
0.9333333333333333,0.2,2,109
0.9333333333333333,0.2,2,110
0.9333333333333333,0.2,2,111
0.9333333333333333,0.2,2,112
0.9333333333333333,0.2,2,113
0.9333333333333333,0.2,2,114
0.9333333333333333,0.2,2,115
0.9333333333333333,0.2,2,116
0.9333333333333333,0.2,2,117
0.9333333333333333,0.2,2,118
0.9333333333333333,0.2,2,119
0.9333333333333333,0.2,2,120
0.9333333333333333,0.2,2,121
0.9333333333333333,0.2,2,122
0.9333333333333333,0.2,2,123
0.9333333333333333,0.2,2,124
0.9333333333333333,0.2,2,125
0.9333333333333333,0.2,2,126
0.9333333333333333,0.2,2,127
0.9333333333333333,0.2,2,128
0.9333333333333333,0.2,2,129
0.9333333333333333,0.2,2,130
0.9333333333333333,0.2,2,131
0.9333333333333333,0.2,2,132
0.9333333333333333,0.2,2,133
0.9333333333333333,0.2,2,134
0.9333333333333333,0.2,2,135
0.9333333333333333,0.2,2,136
0.9333333333333333,0.2,2,137
0.9333333333333333,0.2,2,138
0.9333333333333333,0.2,2,139
0.9333333333333333,0.2,2,140
0.9333333333333333,0.2,2,141
0.9333333333333333,0.2,2,142
0.9333333333333333,0.2,2,143
0.9333333333333333,0.2,2,144
0.9333333333333333,0.2,2,145
0.9333333333333333,0.2,2,146
0.9333333333333333,0.2,2,147
0.9333333333333333,0.2,2,148
0.9333333333333333,0.2,2,149
0.16666666666666666,0.2,3,0
0.2,0.2,3,1
0.23333333333333334,0.2,3,2
0.26666666666666666,0.2,3,3
0.3333333333333333,0.2,3,4
0.3333333333333333,0.2,3,5
0.4,0.2,3,6
0.4,0.2,3,7
0.43333333333333335,0.2,3,8
0.5666666666666667,0.2,3,9
0.5666666666666667,0.2,3,10
0.6,0.2,3,11
0.6333333333333333,0.2,3,12
0.7,0.2,3,13
0.7333333333333333,0.2,3,14
0.7666666666666667,0.2,3,15
0.8,0.2,3,16
0.8,0.2,3,17
0.8,0.2,3,18
0.8,0.2,3,19
0.8333333333333334,0.2,3,20
0.8333333333333334,0.2,3,21
0.8666666666666667,0.2,3,22
0.8666666666666667,0.2,3,23
0.8666666666666667,0.2,3,24
0.8666666666666667,0.2,3,25
0.9,0.2,3,26
0.9,0.2,3,27
0.9333333333333333,0.2,3,28
0.9333333333333333,0.2,3,29
0.9666666666666667,0.2,3,30
0.9666666666666667,0.2,3,31
0.9666666666666667,0.2,3,32
0.9666666666666667,0.2,3,33
0.9666666666666667,0.2,3,34
0.9666666666666667,0.2,3,35
0.9666666666666667,0.2,3,36
0.9666666666666667,0.2,3,37
0.9666666666666667,0.2,3,38
0.9666666666666667,0.2,3,39
0.9666666666666667,0.2,3,40
0.9666666666666667,0.2,3,41
0.9666666666666667,0.2,3,42
0.9666666666666667,0.2,3,43
0.9666666666666667,0.2,3,44
0.9666666666666667,0.2,3,45
0.9666666666666667,0.2,3,46
0.9666666666666667,0.2,3,47
0.9666666666666667,0.2,3,48
0.9666666666666667,0.2,3,49
0.9666666666666667,0.2,3,50
0.9666666666666667,0.2,3,51
0.9666666666666667,0.2,3,52
0.9666666666666667,0.2,3,53
0.9666666666666667,0.2,3,54
0.9666666666666667,0.2,3,55
0.9666666666666667,0.2,3,56
0.9666666666666667,0.2,3,57
0.9666666666666667,0.2,3,58
0.9666666666666667,0.2,3,59
0.9666666666666667,0.2,3,60
0.9666666666666667,0.2,3,61
0.9666666666666667,0.2,3,62
0.9666666666666667,0.2,3,63
0.9666666666666667,0.2,3,64
0.9666666666666667,0.2,3,65
0.9666666666666667,0.2,3,66
0.9666666666666667,0.2,3,67
0.9666666666666667,0.2,3,68
0.9666666666666667,0.2,3,69
0.9666666666666667,0.2,3,70
0.9666666666666667,0.2,3,71
0.9666666666666667,0.2,3,72
0.9666666666666667,0.2,3,73
0.9666666666666667,0.2,3,74
0.9666666666666667,0.2,3,75
0.9666666666666667,0.2,3,76
0.9666666666666667,0.2,3,77
0.9666666666666667,0.2,3,78
0.9666666666666667,0.2,3,79
0.9666666666666667,0.2,3,80
0.9666666666666667,0.2,3,81
0.9666666666666667,0.2,3,82
0.9666666666666667,0.2,3,83
0.9666666666666667,0.2,3,84
0.9666666666666667,0.2,3,85
0.9666666666666667,0.2,3,86
0.9666666666666667,0.2,3,87
0.9666666666666667,0.2,3,88
0.9666666666666667,0.2,3,89
0.9666666666666667,0.2,3,90
0.9666666666666667,0.2,3,91
0.9666666666666667,0.2,3,92
0.9666666666666667,0.2,3,93
0.9666666666666667,0.2,3,94
0.9666666666666667,0.2,3,95
0.9666666666666667,0.2,3,96
0.9666666666666667,0.2,3,97
0.9666666666666667,0.2,3,98
0.9666666666666667,0.2,3,99
0.9666666666666667,0.2,3,100
0.9666666666666667,0.2,3,101
0.9666666666666667,0.2,3,102
0.9666666666666667,0.2,3,103
0.9666666666666667,0.2,3,104
0.9666666666666667,0.2,3,105
0.9666666666666667,0.2,3,106
0.9666666666666667,0.2,3,107
0.9666666666666667,0.2,3,108
0.9666666666666667,0.2,3,109
0.9666666666666667,0.2,3,110
0.9666666666666667,0.2,3,111
0.9666666666666667,0.2,3,112
0.9666666666666667,0.2,3,113
0.9666666666666667,0.2,3,114
0.9666666666666667,0.2,3,115
0.9666666666666667,0.2,3,116
0.9666666666666667,0.2,3,117
0.9666666666666667,0.2,3,118
0.9666666666666667,0.2,3,119
0.9666666666666667,0.2,3,120
0.9666666666666667,0.2,3,121
0.9666666666666667,0.2,3,122
0.9666666666666667,0.2,3,123
0.9666666666666667,0.2,3,124
0.9666666666666667,0.2,3,125
0.9666666666666667,0.2,3,126
0.9666666666666667,0.2,3,127
0.9666666666666667,0.2,3,128
0.9666666666666667,0.2,3,129
0.9666666666666667,0.2,3,130
0.9666666666666667,0.2,3,131
0.9666666666666667,0.2,3,132
0.9666666666666667,0.2,3,133
0.9666666666666667,0.2,3,134
0.9666666666666667,0.2,3,135
0.9666666666666667,0.2,3,136
0.9666666666666667,0.2,3,137
0.9666666666666667,0.2,3,138
0.9666666666666667,0.2,3,139
0.9666666666666667,0.2,3,140
0.9666666666666667,0.2,3,141
0.9666666666666667,0.2,3,142
0.9666666666666667,0.2,3,143
0.9666666666666667,0.2,3,144
0.9666666666666667,0.2,3,145
0.9666666666666667,0.2,3,146
0.9666666666666667,0.2,3,147
0.9666666666666667,0.2,3,148
0.9666666666666667,0.2,3,149
0.1,0.2,4,0
0.2,0.2,4,1
0.2,0.2,4,2
0.3,0.2,4,3
0.3,0.2,4,4
0.3333333333333333,0.2,4,5
0.4,0.2,4,6
0.5,0.2,4,7
0.5333333333333333,0.2,4,8
0.6666666666666666,0.2,4,9
0.7333333333333333,0.2,4,10
0.7666666666666667,0.2,4,11
0.8333333333333334,0.2,4,12
0.8666666666666667,0.2,4,13
0.9,0.2,4,14
0.9,0.2,4,15
0.9,0.2,4,16
0.9,0.2,4,17
0.9,0.2,4,18
0.9,0.2,4,19
0.9,0.2,4,20
0.9,0.2,4,21
0.9,0.2,4,22
0.9,0.2,4,23
0.9,0.2,4,24
0.9,0.2,4,25
0.9,0.2,4,26
0.9,0.2,4,27
0.9,0.2,4,28
0.9,0.2,4,29
0.9,0.2,4,30
0.9,0.2,4,31
0.9,0.2,4,32
0.9,0.2,4,33
0.9,0.2,4,34
0.9,0.2,4,35
0.9,0.2,4,36
0.9,0.2,4,37
0.9,0.2,4,38
0.9,0.2,4,39
0.9,0.2,4,40
0.9,0.2,4,41
0.9,0.2,4,42
0.9,0.2,4,43
0.9,0.2,4,44
0.9,0.2,4,45
0.9,0.2,4,46
0.9,0.2,4,47
0.9,0.2,4,48
0.9,0.2,4,49
0.9,0.2,4,50
0.9,0.2,4,51
0.9,0.2,4,52
0.9,0.2,4,53
0.9,0.2,4,54
0.9,0.2,4,55
0.9,0.2,4,56
0.9,0.2,4,57
0.9,0.2,4,58
0.9,0.2,4,59
0.9,0.2,4,60
0.9,0.2,4,61
0.9,0.2,4,62
0.9,0.2,4,63
0.9,0.2,4,64
0.9,0.2,4,65
0.9,0.2,4,66
0.9,0.2,4,67
0.9,0.2,4,68
0.9,0.2,4,69
0.9,0.2,4,70
0.9,0.2,4,71
0.9,0.2,4,72
0.9,0.2,4,73
0.9,0.2,4,74
0.9,0.2,4,75
0.9,0.2,4,76
0.9,0.2,4,77
0.9,0.2,4,78
0.9,0.2,4,79
0.9,0.2,4,80
0.9,0.2,4,81
0.9,0.2,4,82
0.9,0.2,4,83
0.9,0.2,4,84
0.9,0.2,4,85
0.9,0.2,4,86
0.9,0.2,4,87
0.9,0.2,4,88
0.9,0.2,4,89
0.9,0.2,4,90
0.9,0.2,4,91
0.9,0.2,4,92
0.9,0.2,4,93
0.9,0.2,4,94
0.9,0.2,4,95
0.9,0.2,4,96
0.9,0.2,4,97
0.9,0.2,4,98
0.9,0.2,4,99
0.9,0.2,4,100
0.9,0.2,4,101
0.9,0.2,4,102
0.9,0.2,4,103
0.9,0.2,4,104
0.9,0.2,4,105
0.9,0.2,4,106
0.9,0.2,4,107
0.9,0.2,4,108
0.9,0.2,4,109
0.9,0.2,4,110
0.9,0.2,4,111
0.9,0.2,4,112
0.9,0.2,4,113
0.9,0.2,4,114
0.9,0.2,4,115
0.9,0.2,4,116
0.9,0.2,4,117
0.9,0.2,4,118
0.9,0.2,4,119
0.9,0.2,4,120
0.9,0.2,4,121
0.9,0.2,4,122
0.9,0.2,4,123
0.9,0.2,4,124
0.9,0.2,4,125
0.9,0.2,4,126
0.9,0.2,4,127
0.9,0.2,4,128
0.9,0.2,4,129
0.9,0.2,4,130
0.9,0.2,4,131
0.9,0.2,4,132
0.9,0.2,4,133
0.9,0.2,4,134
0.9,0.2,4,135
0.9,0.2,4,136
0.9,0.2,4,137
0.9,0.2,4,138
0.9,0.2,4,139
0.9,0.2,4,140
0.9,0.2,4,141
0.9,0.2,4,142
0.9,0.2,4,143
0.9,0.2,4,144
0.9,0.2,4,145
0.9,0.2,4,146
0.9,0.2,4,147
0.9,0.2,4,148
0.9,0.2,4,149
0.26666666666666666,0.2,5,0
0.4,0.2,5,1
0.4,0.2,5,2
0.43333333333333335,0.2,5,3
0.43333333333333335,0.2,5,4
0.4666666666666667,0.2,5,5
0.4666666666666667,0.2,5,6
0.5666666666666667,0.2,5,7
0.5666666666666667,0.2,5,8
0.6333333333333333,0.2,5,9
0.7,0.2,5,10
0.8,0.2,5,11
0.8333333333333334,0.2,5,12
0.8333333333333334,0.2,5,13
0.8666666666666667,0.2,5,14
0.8666666666666667,0.2,5,15
0.9,0.2,5,16
0.9,0.2,5,17
0.9,0.2,5,18
0.9333333333333333,0.2,5,19
0.9333333333333333,0.2,5,20
0.9666666666666667,0.2,5,21
0.9666666666666667,0.2,5,22
0.9666666666666667,0.2,5,23
0.9666666666666667,0.2,5,24
0.9666666666666667,0.2,5,25
0.9666666666666667,0.2,5,26
0.9666666666666667,0.2,5,27
0.9666666666666667,0.2,5,28
0.9666666666666667,0.2,5,29
0.9666666666666667,0.2,5,30
0.9666666666666667,0.2,5,31
0.9666666666666667,0.2,5,32
0.9666666666666667,0.2,5,33
0.9666666666666667,0.2,5,34
0.9666666666666667,0.2,5,35
0.9666666666666667,0.2,5,36
0.9666666666666667,0.2,5,37
0.9666666666666667,0.2,5,38
0.9666666666666667,0.2,5,39
0.9666666666666667,0.2,5,40
0.9666666666666667,0.2,5,41
0.9666666666666667,0.2,5,42
0.9666666666666667,0.2,5,43
0.9666666666666667,0.2,5,44
0.9666666666666667,0.2,5,45
0.9666666666666667,0.2,5,46
0.9666666666666667,0.2,5,47
0.9666666666666667,0.2,5,48
0.9666666666666667,0.2,5,49
0.9666666666666667,0.2,5,50
0.9666666666666667,0.2,5,51
0.9666666666666667,0.2,5,52
0.9666666666666667,0.2,5,53
0.9666666666666667,0.2,5,54
0.9666666666666667,0.2,5,55
0.9666666666666667,0.2,5,56
0.9666666666666667,0.2,5,57
0.9666666666666667,0.2,5,58
0.9666666666666667,0.2,5,59
0.9666666666666667,0.2,5,60
0.9666666666666667,0.2,5,61
0.9666666666666667,0.2,5,62
0.9666666666666667,0.2,5,63
0.9666666666666667,0.2,5,64
0.9666666666666667,0.2,5,65
0.9666666666666667,0.2,5,66
0.9666666666666667,0.2,5,67
0.9666666666666667,0.2,5,68
0.9666666666666667,0.2,5,69
0.9666666666666667,0.2,5,70
0.9666666666666667,0.2,5,71
0.9666666666666667,0.2,5,72
0.9666666666666667,0.2,5,73
0.9666666666666667,0.2,5,74
0.9666666666666667,0.2,5,75
0.9666666666666667,0.2,5,76
0.9666666666666667,0.2,5,77
0.9666666666666667,0.2,5,78
0.9666666666666667,0.2,5,79
0.9666666666666667,0.2,5,80
0.9666666666666667,0.2,5,81
0.9666666666666667,0.2,5,82
0.9666666666666667,0.2,5,83
0.9666666666666667,0.2,5,84
0.9666666666666667,0.2,5,85
0.9666666666666667,0.2,5,86
0.9666666666666667,0.2,5,87
0.9666666666666667,0.2,5,88
0.9666666666666667,0.2,5,89
0.9666666666666667,0.2,5,90
0.9666666666666667,0.2,5,91
0.9666666666666667,0.2,5,92
0.9666666666666667,0.2,5,93
0.9666666666666667,0.2,5,94
0.9666666666666667,0.2,5,95
0.9666666666666667,0.2,5,96
0.9666666666666667,0.2,5,97
0.9666666666666667,0.2,5,98
0.9666666666666667,0.2,5,99
0.9666666666666667,0.2,5,100
0.9666666666666667,0.2,5,101
0.9666666666666667,0.2,5,102
0.9666666666666667,0.2,5,103
0.9666666666666667,0.2,5,104
0.9666666666666667,0.2,5,105
0.9666666666666667,0.2,5,106
0.9666666666666667,0.2,5,107
0.9666666666666667,0.2,5,108
0.9666666666666667,0.2,5,109
0.9666666666666667,0.2,5,110
0.9666666666666667,0.2,5,111
0.9666666666666667,0.2,5,112
0.9666666666666667,0.2,5,113
0.9666666666666667,0.2,5,114
0.9666666666666667,0.2,5,115
0.9666666666666667,0.2,5,116
0.9666666666666667,0.2,5,117
0.9666666666666667,0.2,5,118
0.9666666666666667,0.2,5,119
0.9666666666666667,0.2,5,120
0.9666666666666667,0.2,5,121
0.9666666666666667,0.2,5,122
0.9666666666666667,0.2,5,123
0.9666666666666667,0.2,5,124
0.9666666666666667,0.2,5,125
0.9666666666666667,0.2,5,126
0.9666666666666667,0.2,5,127
0.9666666666666667,0.2,5,128
0.9666666666666667,0.2,5,129
0.9666666666666667,0.2,5,130
0.9666666666666667,0.2,5,131
0.9666666666666667,0.2,5,132
0.9666666666666667,0.2,5,133
0.9666666666666667,0.2,5,134
0.9666666666666667,0.2,5,135
0.9666666666666667,0.2,5,136
0.9666666666666667,0.2,5,137
0.9666666666666667,0.2,5,138
0.9666666666666667,0.2,5,139
0.9666666666666667,0.2,5,140
0.9666666666666667,0.2,5,141
0.9666666666666667,0.2,5,142
0.9666666666666667,0.2,5,143
0.9666666666666667,0.2,5,144
0.9666666666666667,0.2,5,145
0.9666666666666667,0.2,5,146
0.9666666666666667,0.2,5,147
0.9666666666666667,0.2,5,148
0.9666666666666667,0.2,5,149
0.26666666666666666,0.2,6,0
0.26666666666666666,0.2,6,1
0.3,0.2,6,2
0.36666666666666664,0.2,6,3
0.43333333333333335,0.2,6,4
0.5666666666666667,0.2,6,5
0.6333333333333333,0.2,6,6
0.7,0.2,6,7
0.7,0.2,6,8
0.7333333333333333,0.2,6,9
0.8,0.2,6,10
0.8,0.2,6,11
